# FPR	TPR
0.071389	0.119792
0.071944	0.120833
0.072014	0.120833
0.072222	0.122292
0.072292	0.122292
0.072569	0.122708
0.072639	0.122708
0.072778	0.123125
0.072847	0.123125
0.080625	0.134167
0.080764	0.134167
0.080903	0.134167
0.081042	0.134167
0.081250	0.134375
0.081389	0.134792
0.081667	0.135000
0.082153	0.135417
0.082222	0.136042
0.082292	0.136042
0.082569	0.136667
0.082708	0.136667
0.085347	0.139583
0.085486	0.139792
0.085625	0.139792
0.085694	0.139792
0.085833	0.139792
0.086042	0.140833
0.086667	0.141250
0.086875	0.141458
0.087153	0.141667
0.087361	0.142292
0.087639	0.142708
0.087708	0.142708
0.087778	0.142917
0.087847	0.142917
0.087847	0.143125
0.098194	0.155833
0.098333	0.155833
0.098403	0.155833
0.098542	0.155833
0.098611	0.156042
0.098750	0.156667
0.098750	0.156875
0.098819	0.156875
0.099444	0.157708
0.099514	0.157917
0.100139	0.158333
0.100833	0.159167
0.101111	0.160000
0.101181	0.160000
0.104514	0.163333
0.104514	0.163542
0.104583	0.163542
0.104722	0.163542
0.104722	0.163750
0.105000	0.163958
0.105764	0.164375
0.106111	0.164583
0.106181	0.164583
0.106319	0.164792
0.106389	0.164792
0.106806	0.165417
0.106806	0.165625
0.107014	0.165625
0.107153	0.165625
0.120903	0.179792
0.120972	0.179792
0.120972	0.180000
0.121042	0.180208
0.121181	0.181042
0.121250	0.181042
0.121597	0.182292
0.121667	0.182292
0.122222	0.183542
0.122778	0.184375
0.122847	0.184375
0.122986	0.184375
0.123056	0.184375
0.126458	0.187500
0.126597	0.187500
0.126667	0.187500
0.126806	0.187708
0.127153	0.188125
0.127361	0.188125
0.127708	0.188333
0.128056	0.188958
0.128056	0.189167
0.128611	0.189583
0.128750	0.189583
0.129028	0.189792
0.129167	0.190208
0.129236	0.190208
0.143542	0.208750
0.143611	0.208750
0.143819	0.208750
0.143889	0.209167
0.143958	0.209167
0.144653	0.209792
0.145833	0.210833
0.146736	0.211250
0.146806	0.211250
0.147083	0.211250
0.147083	0.211667
0.150556	0.217500
0.150694	0.217500
0.150694	0.217708
0.150833	0.217708
0.151111	0.217917
0.151181	0.217917
0.151736	0.218333
0.152569	0.220000
0.152778	0.220000
0.153958	0.220208
0.154167	0.220208
0.154583	0.220625
0.154792	0.220625
0.154861	0.220833
0.154861	0.221042
0.154931	0.221042
0.171528	0.240625
0.171597	0.240625
0.171597	0.240833
0.171667	0.240833
0.171944	0.240833
0.172222	0.241042
0.172639	0.241667
0.172778	0.241667
0.173611	0.242708
0.173611	0.242917
0.173681	0.242917
0.175486	0.245833
0.175486	0.246042
0.175625	0.246042
0.175764	0.246042
0.179375	0.251250
0.179444	0.251250
0.179653	0.251250
0.179722	0.251250
0.180069	0.252292
0.180625	0.252500
0.181667	0.253958
0.181806	0.253958
0.181806	0.254167
0.182569	0.254792
0.182639	0.255000
0.182778	0.255000
0.182917	0.255208
0.183056	0.255625
0.183264	0.255625
0.183333	0.255833
0.201667	0.277708
0.201736	0.277708
0.201736	0.277917
0.201875	0.277917
0.202222	0.278542
0.202500	0.278750
0.202569	0.278750
0.203264	0.279792
0.203403	0.279792
0.204444	0.281667
0.205069	0.282083
0.205069	0.282292
0.205139	0.282500
0.205139	0.282708
0.205347	0.282708
0.209792	0.289167
0.209931	0.289167
0.210000	0.289792
0.210069	0.290000
0.211875	0.293542
0.212014	0.293542
0.212778	0.295208
0.212917	0.295208
0.213403	0.295625
0.213611	0.295625
0.213681	0.295625
0.213819	0.296042
0.214028	0.296042
0.235486	0.320833
0.235556	0.320833
0.235833	0.320833
0.236181	0.321458
0.236181	0.321875
0.237153	0.323125
0.237153	0.323333
0.237292	0.323333
0.239028	0.325000
0.239931	0.326042
0.239931	0.326250
0.240347	0.327292
0.240417	0.327292
0.240556	0.327292
0.240556	0.327500
0.244306	0.332500
0.244306	0.332708
0.244653	0.333333
0.244722	0.333542
0.244792	0.333542
0.246875	0.335625
0.247014	0.335625
0.247083	0.335625
0.248125	0.336875
0.248333	0.336875
0.248542	0.337292
0.248611	0.337708
0.248681	0.337708
0.248958	0.338125
0.249028	0.338125
0.249028	0.338333
0.271736	0.367917
0.271736	0.368125
0.271806	0.368125
0.271875	0.368333
0.272014	0.368333
0.272083	0.368542
0.272083	0.368750
0.272431	0.369375
0.272639	0.369792
0.272708	0.369792
0.273611	0.371042
0.273681	0.371042
0.273819	0.371042
0.274792	0.372708
0.276111	0.372708
0.276458	0.373333
0.276528	0.373333
0.276528	0.373542
0.276667	0.373750
0.281875	0.378333
0.282014	0.378333
0.282014	0.378542
0.282083	0.378542
0.282569	0.378958
0.283681	0.381458
0.283819	0.381458
0.283819	0.381667
0.284861	0.382917
0.285000	0.382917
0.285417	0.382917
0.285486	0.383125
0.285556	0.383125
0.285694	0.383125
0.285764	0.383333
0.312153	0.411875
0.312222	0.411875
0.312222	0.412083
0.312361	0.412083
0.312431	0.412292
0.312847	0.412292
0.313264	0.412708
0.313333	0.413333
0.313403	0.413333
0.314375	0.414583
0.314444	0.414583
0.314653	0.414583
0.315833	0.415625
0.317222	0.417083
0.317361	0.417083
0.317569	0.417708
0.317569	0.418125
0.323611	0.424375
0.323750	0.424375
0.323819	0.424375
0.323958	0.424375
0.324514	0.425208
0.324583	0.425208
0.325208	0.426250
0.326806	0.427708
0.326944	0.427708
0.327014	0.427708
0.328125	0.428958
0.328333	0.428958
0.328403	0.428958
0.328958	0.429375
0.329028	0.429375
0.329167	0.429375
0.329236	0.429375
0.329375	0.429583
0.329375	0.429792
0.357708	0.460417
0.357917	0.460417
0.358056	0.460417
0.358403	0.460625
0.358958	0.461042
0.359236	0.461458
0.359306	0.461458
0.360069	0.462292
0.360139	0.462292
0.360208	0.462500
0.362569	0.464583
0.362569	0.464792
0.363125	0.465417
0.363264	0.465417
0.368958	0.471250
0.369028	0.471250
0.369167	0.471458
0.369583	0.471875
0.370764	0.472917
0.372778	0.474792
0.373472	0.476250
0.373889	0.476250
0.374722	0.477500
0.374861	0.477500
0.375000	0.477500
0.375069	0.477708
0.404167	0.509792
0.404167	0.510000
0.404514	0.510000
0.404931	0.510000
0.405417	0.510833
0.405764	0.511250
0.406944	0.512083
0.407014	0.512083
0.409306	0.515417
0.409861	0.516458
0.409931	0.516458
0.410069	0.516458
0.410069	0.516667
0.416667	0.521667
0.416944	0.521667
0.417431	0.521875
0.418194	0.522917
0.419514	0.525417
0.419722	0.525417
0.419792	0.525417
0.420694	0.526250
0.420764	0.526250
0.421111	0.526250
0.421389	0.526250
0.421458	0.526458
0.421528	0.526458
0.421667	0.526667
0.421667	0.526875
0.421806	0.526875
0.421875	0.527083
0.421944	0.527083
0.452014	0.559167
0.452014	0.559375
0.452431	0.559375
0.452569	0.559375
0.452708	0.559375
0.452847	0.560000
0.453194	0.560208
0.453403	0.560417
0.453542	0.560417
0.454514	0.560833
0.454583	0.560833
0.454653	0.561042
0.454861	0.561042
0.455833	0.562500
0.456528	0.564375
0.456597	0.564375
0.457083	0.565208
0.457222	0.565417
0.457292	0.565417
0.463333	0.573542
0.463403	0.573542
0.463472	0.573750
0.463542	0.573750
0.463819	0.574375
0.464792	0.575417
0.466875	0.577292
0.467083	0.577292
0.467153	0.577292
0.467292	0.577292
0.468681	0.578542
0.468750	0.578750
0.469167	0.578958
0.469167	0.579375
0.469167	0.579583
0.469236	0.580000
0.469236	0.580208
0.469306	0.580208
0.501806	0.610625
0.501944	0.610625
0.502222	0.610625
0.502778	0.611042
0.503333	0.611250
0.503611	0.611458
0.503681	0.611458
0.504444	0.612708
0.504514	0.612917
0.504653	0.612917
0.506597	0.614167
0.508333	0.616042
0.508403	0.616042
0.508403	0.616250
0.508750	0.616667
0.508819	0.616875
0.514861	0.623958
0.514861	0.624167
0.514931	0.624375
0.515069	0.624375
0.515139	0.624375
0.515278	0.624375
0.515347	0.624375
0.515764	0.624583
0.515833	0.624583
0.517569	0.626042
0.520000	0.628125
0.520069	0.628125
0.521181	0.628958
0.521528	0.628958
0.522014	0.628958
0.522569	0.629167
0.522847	0.629167
0.522986	0.629167
0.523056	0.629375
0.523194	0.629375
0.523264	0.629375
0.556042	0.663333
0.556111	0.663333
0.556250	0.663750
0.556458	0.663750
0.556528	0.663750
0.556806	0.663750
0.557083	0.664167
0.557292	0.665000
0.557361	0.665000
0.558542	0.666667
0.558611	0.666667
0.558611	0.666875
0.558681	0.666875
0.558750	0.667083
0.560000	0.667917
0.561181	0.669792
0.561875	0.670000
0.562014	0.670000
0.562083	0.670000
0.562153	0.670208
0.562292	0.670208
0.570486	0.676042
0.570764	0.676042
0.571528	0.676667
0.572917	0.677292
0.574375	0.678750
0.574444	0.678958
0.574514	0.678958
0.575208	0.680208
0.575833	0.680625
0.576389	0.681042
0.576736	0.681667
0.576806	0.681667
0.577014	0.681667
0.577153	0.681667
0.577153	0.681875
0.609444	0.710625
0.609583	0.710625
0.609653	0.710625
0.609792	0.711042
0.609931	0.711250
0.610000	0.711250
0.610417	0.712083
0.610972	0.712500
0.611458	0.712500
0.612292	0.713333
0.612361	0.713542
0.612500	0.713542
0.613264	0.714583
0.615278	0.714792
0.615347	0.714792
0.615556	0.715208
0.615625	0.715208
0.615625	0.715625
0.615833	0.715625
0.622153	0.720625
0.622222	0.720625
0.622222	0.720833
0.622292	0.720833
0.622431	0.720833
0.623194	0.721250
0.623264	0.721250
0.624514	0.721667
0.626111	0.722917
0.626250	0.723125
0.626319	0.723125
0.627431	0.723750
0.627639	0.723750
0.627708	0.723750
0.627847	0.724167
0.627986	0.724375
0.627986	0.724583
0.628194	0.724583
0.660556	0.754375
0.660833	0.754375
0.660972	0.754583
0.661319	0.754583
0.661458	0.754583
0.661597	0.754792
0.661944	0.755000
0.662083	0.755000
0.662153	0.755000
0.663333	0.755625
0.663333	0.755833
0.664792	0.756875
0.665903	0.758125
0.665972	0.758125
0.666319	0.758333
0.666458	0.758333
0.671319	0.763125
0.671389	0.763542
0.671458	0.763750
0.671667	0.763958
0.672153	0.764167
0.673264	0.764583
0.674375	0.765625
0.674444	0.765625
0.674514	0.765833
0.674514	0.766042
0.675694	0.767292
0.675694	0.767500
0.675972	0.767500
0.676458	0.767500
0.676875	0.767917
0.676944	0.768125
0.677083	0.768125
0.677153	0.768125
0.705903	0.794792
0.705903	0.795000
0.705972	0.795000
0.706111	0.795000
0.706250	0.795000
0.706458	0.795000
0.706736	0.795833
0.707083	0.796042
0.707778	0.796458
0.707778	0.796667
0.708056	0.796667
0.708958	0.797083
0.710417	0.798750
0.710556	0.798750
0.710972	0.799375
0.711111	0.799375
0.711111	0.799583
0.711319	0.799583
0.715903	0.802917
0.715972	0.802917
0.715972	0.803125
0.716042	0.803125
0.716250	0.803750
0.717431	0.804375
0.718750	0.806042
0.718889	0.806250
0.719514	0.806875
0.719583	0.806875
0.719722	0.807708
0.719861	0.807708
0.720417	0.807917
0.720486	0.807917
0.720625	0.807917
0.749097	0.831458
0.749444	0.831458
0.749931	0.831667
0.750000	0.831875
0.750347	0.831875
0.751667	0.831875
0.751736	0.831875
0.752708	0.832292
0.754167	0.833333
0.754444	0.833333
0.754583	0.833333
0.754653	0.833333
0.759792	0.837083
0.759931	0.837083
0.759931	0.837292
0.760000	0.837292
0.760139	0.837292
0.760347	0.837500
0.761806	0.838542
0.762847	0.839792
0.762917	0.839792
0.763889	0.840417
0.764167	0.840417
0.764375	0.840417
0.764653	0.840833
0.764722	0.840833
0.764861	0.840833
0.764931	0.840833
0.790069	0.860625
0.790139	0.860625
0.790278	0.860625
0.790347	0.860625
0.790486	0.860625
0.790625	0.860625
0.791111	0.861042
0.791181	0.861042
0.791736	0.861458
0.792778	0.862500
0.792778	0.862708
0.793194	0.862917
0.793472	0.862917
0.793472	0.863125
0.793542	0.863125
0.797986	0.867083
0.798056	0.867292
0.798264	0.867708
0.799236	0.867917
0.799792	0.868542
0.799792	0.868750
0.800694	0.869167
0.800764	0.869167
0.800972	0.869167
0.801042	0.869583
0.801319	0.870000
0.801389	0.870000
0.801597	0.870000
0.801667	0.870000
0.826319	0.889583
0.826528	0.889583
0.826528	0.889792
0.827014	0.890000
0.827083	0.890417
0.827083	0.890625
0.827778	0.890833
0.827847	0.891042
0.828542	0.891250
0.829861	0.891667
0.830069	0.891667
0.834097	0.894375
0.834167	0.894375
0.834514	0.894583
0.834514	0.894792
0.834583	0.894792
0.835486	0.895208
0.836042	0.895833
0.836042	0.896042
0.836875	0.896042
0.837014	0.896042
0.837292	0.896042
0.837569	0.896042
0.856875	0.912500
0.857083	0.912500
0.857083	0.912708
0.857569	0.912917
0.857708	0.912917
0.857986	0.913542
0.858889	0.913542
0.859861	0.913958
0.860000	0.913958
0.860278	0.913958
0.860556	0.913958
0.860625	0.913958
0.864444	0.916250
0.864583	0.916667
0.865486	0.917083
0.866111	0.917500
0.866250	0.917500
0.866528	0.917708
0.866597	0.917708
0.866736	0.917708
0.866806	0.917708
0.867153	0.917917
0.867153	0.918125
0.887708	0.931458
0.887847	0.931458
0.888194	0.931458
0.888333	0.931458
0.888403	0.931458
0.888958	0.931875
0.889028	0.931875
0.889722	0.932917
0.889861	0.932917
0.889931	0.932917
0.892986	0.934375
0.893056	0.934375
0.893264	0.934375
0.893958	0.934792
0.894097	0.935000
0.894514	0.935000
0.894583	0.935000
0.894722	0.935208
0.894931	0.935417
0.895000	0.935417
0.895069	0.935625
0.895139	0.935625
0.911597	0.943958
0.911806	0.943958
0.911806	0.944167
0.911944	0.944375
0.912083	0.944375
0.912083	0.944583
0.912500	0.944792
0.912639	0.944792
0.913056	0.944792
0.913472	0.945208
0.913611	0.945208
0.913611	0.945417
0.916181	0.947500
0.916250	0.947500
0.916389	0.947708
0.916458	0.947708
0.917500	0.948333
0.917569	0.948333
0.917778	0.948542
0.917847	0.948750
0.917917	0.948750
0.930139	0.956667
0.930278	0.956667
0.930486	0.956667
0.930625	0.956667
0.930694	0.956667
0.930972	0.956667
0.931042	0.956667
0.931319	0.956667
0.931875	0.957292
0.931944	0.957292
0.933750	0.958750
0.933819	0.958750
0.934097	0.958750
0.934375	0.958958
0.934792	0.958958
0.934931	0.958958
0.935278	0.958958
0.935556	0.959375
0.935764	0.959583
0.935764	0.959792
0.935833	0.959792
0.947222	0.967083
0.947361	0.967083
0.947917	0.967500
0.948681	0.967917
0.948681	0.968125
0.948819	0.968125
0.950833	0.969583
0.950972	0.969583
0.951250	0.970208
0.951667	0.970625
0.951875	0.970625
0.951875	0.971042
0.961319	0.976250
0.961319	0.976458
0.961597	0.976458
0.961875	0.976875
0.961875	0.977083
0.961944	0.977292
0.962083	0.977292
0.962431	0.977292
0.962569	0.977292
0.963750	0.977292
0.963889	0.977292
0.964236	0.977292
0.964653	0.977292
0.964931	0.977708
0.965139	0.977708
0.965208	0.977708
0.973056	0.982292
0.973125	0.982292
0.973403	0.982292
0.973611	0.982292
