# FPR	TPR
0.000000	0.000000
0.000069	0.000000
0.000278	0.000000
0.000347	0.000000
0.000486	0.000000
0.000556	0.000000
0.000694	0.000000
0.000764	0.000000
0.000972	0.000000
0.001042	0.000000
0.001319	0.000208
0.001458	0.000625
0.001736	0.000833
0.001806	0.000833
0.002292	0.001042
0.002292	0.001250
0.002986	0.001250
0.003056	0.001250
0.003750	0.001250
0.003819	0.001250
0.004306	0.001250
0.004653	0.001458
0.004722	0.001458
0.005069	0.001875
0.005139	0.001875
0.005347	0.002083
0.005486	0.002083
0.005764	0.002292
0.006319	0.002708
0.006389	0.002708
0.006528	0.002708
0.006806	0.002708
0.006875	0.002708
0.007014	0.002708
0.007222	0.002708
0.007292	0.002708
0.007361	0.002917
0.007361	0.003542
0.007500	0.003958
0.007569	0.004167
0.007569	0.004375
0.007708	0.004375
0.007708	0.004792
0.007778	0.005000
0.007847	0.005000
0.007847	0.005208
0.007917	0.005208
0.007986	0.005833
0.007986	0.006250
0.008125	0.006667
0.008125	0.006875
0.008264	0.007292
0.008264	0.007500
0.008333	0.007917
0.008403	0.007917
0.008403	0.008125
0.008403	0.008542
0.008889	0.009583
0.008889	0.009792
0.008958	0.009792
0.008958	0.010000
0.008958	0.010625
0.008958	0.011042
0.009167	0.011667
0.009236	0.011667
0.009306	0.012292
0.009306	0.012500
0.009375	0.012500
0.009375	0.012917
0.009444	0.012917
0.009444	0.013333
0.009514	0.013542
0.009514	0.013958
0.009583	0.013958
0.009653	0.015000
0.009653	0.015417
0.009722	0.015417
0.009792	0.015833
0.009861	0.015833
0.010208	0.016875
0.010208	0.017083
0.010347	0.017083
0.010347	0.017500
0.010347	0.017917
0.010347	0.018125
0.010903	0.018958
0.010972	0.018958
0.010972	0.019375
0.011042	0.019375
0.011042	0.019583
0.011319	0.019583
0.011389	0.019583
0.011389	0.019792
0.011458	0.019792
0.011458	0.020000
0.012083	0.022292
0.012083	0.022500
0.012222	0.022500
0.012222	0.022708
0.012292	0.022917
0.012361	0.022917
0.012569	0.023333
0.012708	0.023333
0.012847	0.023333
0.012986	0.023333
0.012986	0.023542
0.013611	0.025417
0.013611	0.025625
0.013681	0.025625
0.013819	0.026250
0.013819	0.026458
0.013889	0.027083
0.013889	0.027292
0.014097	0.027708
0.014236	0.027708
0.014306	0.027708
0.014375	0.027917
0.014375	0.028542
0.015556	0.030833
0.015694	0.030833
0.015694	0.031042
0.015903	0.031042
0.015972	0.031042
0.015972	0.031458
0.016389	0.032292
0.016458	0.032292
0.016597	0.032708
0.016597	0.033333
0.016736	0.033333
0.018194	0.036250
0.018194	0.036667
0.018264	0.036875
0.018333	0.037292
0.018333	0.037500
0.018681	0.038750
0.018819	0.038750
0.019028	0.039375
0.020486	0.042083
0.020486	0.042292
0.020625	0.042292
0.020903	0.042292
0.021042	0.042292
0.021111	0.042708
0.021389	0.043542
0.021528	0.043542
0.021597	0.043958
0.021736	0.044167
0.023264	0.050000
0.023264	0.050208
0.023403	0.050625
0.023403	0.051042
0.023472	0.051042
0.023750	0.051875
0.023889	0.051875
0.023889	0.052292
0.023958	0.052708
0.023958	0.053333
0.024097	0.053333
0.027014	0.057917
0.027014	0.058125
0.027292	0.058125
0.027431	0.058333
0.027569	0.059167
0.028333	0.061667
0.028403	0.061667
0.028403	0.062083
0.028472	0.062083
0.028750	0.062708
0.028819	0.062708
0.028819	0.062917
0.028889	0.062917
0.029028	0.063125
0.029097	0.063125
0.032500	0.069583
0.032500	0.069792
0.032569	0.069792
0.032639	0.070208
0.032778	0.070417
0.032778	0.070625
0.033264	0.071667
0.033333	0.071667
0.033681	0.071667
0.033819	0.072083
0.033958	0.072292
0.034028	0.072292
0.034097	0.072500
0.034167	0.072500
0.034167	0.072708
0.038056	0.078125
0.038264	0.078125
0.038264	0.078333
0.038472	0.078333
